0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05,6.46E-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46E-05,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516,0.000189516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46E-05,0.000189516,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206,0.000431206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-05,4.11E-05,0.00010562,0.000230576,0.000472255,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425,0.00076425
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-05,8.12E-05,0.000145745,0.000270695,0.000512366,0.000804349,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802,0.001368802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-05,8.12E-05,0.000198448,0.000323392,0.000565049,0.000857017,0.001421441,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044,0.002348044
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-05,8.12E-05,0.000198448,0.000388038,0.00062968,0.000921629,0.001486016,0.002412559,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516,0.003936516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-05,8.12E-05,0.000198448,0.000388038,0.000755124,0.001047036,0.001611353,0.00253778,0.004061546,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518,0.006492518
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84E-05,6.86E-05,0.00018581,0.000375403,0.000742493,0.001203856,0.001768083,0.002694365,0.004217892,0.006648482,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264,0.010305264
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84E-05,8.37E-05,0.000200995,0.000390584,0.000757669,0.001219024,0.002039575,0.002965605,0.004488717,0.006918647,0.010574434,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562,0.015714562
